account_id,account_creation_date,account_frequency,loan_amount,loan_duration,loan_status,client_id,client_birth_year,client_gender,client_region,urban_inhabitants,average_salary,unemployment_rate_1995,unemployment_rate_1996,transaction_total,transaction_type,credit_card_type,order_total_amount
1544,4448-03-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1545,4447-02-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,200,Credit,"No Card",0
1547,4448-10-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1565,4449-01-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1566,4448-03-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1575,4446-11-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6348,Credit,"No Card",0
1584,4447-09-10,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1589,4448-06-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1601,4446-10-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,4542,Credit,"No Card",0
1602,4448-10-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1603,4447-08-23,"POPLATEK MESICNE",78936,12,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1610,4447-08-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1617,4447-11-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1628,4446-07-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,13562,Credit,"No Card",0
1630,4448-03-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1637,4446-07-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,17696,Credit,"No Card",0
1644,4447-08-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1649,4446-08-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,11700,Credit,"No Card",0
1652,4447-09-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1658,4447-08-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1666,4449-01-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1671,4447-08-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1675,4446-10-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,9768,Credit,"No Card",0
1678,4446-11-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,23516,Debit,"No Card",0
1684,4448-03-11,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1688,4446-11-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6239,Credit,"No Card",0
1689,4448-09-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1694,4448-07-08,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1695,4446-07-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,24821,Credit,"No Card",0
1699,4446-07-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,11248,Credit,"No Card",0
1701,4448-06-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1705,4448-10-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1713,4447-01-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,1400,Credit,"No Card",0
1719,4448-09-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1721,4447-02-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,1100,Credit,"No Card",0
1726,4446-07-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,52249,Debit,"No Card",0
1730,4446-07-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,14278,Credit,"No Card",0
1731,4446-07-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,9716,Credit,"No Card",0
1743,4447-11-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1750,4446-08-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,53340,Debit,"No Card",0
1761,4448-07-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1767,4449-01-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1771,4447-02-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1773,4447-05-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1775,4446-11-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7832,Credit,"No Card",0
1779,4448-06-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1780,4447-05-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1782,4447-08-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1784,4447-08-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1786,4447-09-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1787,4447-02-17,"POPLATEK TYDNE",96396,12,"Loan not paid",NULL,NULL,NULL,Unknown,0,0,0,0,1100,Credit,"No Card",0
1789,4449-01-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1801,4446-10-31,"POPLATEK MESICNE",165960,36,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,68317,Credit,"No Card",0
1804,4448-10-10,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1805,4446-10-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,10600,Credit,"No Card",0
1806,4446-07-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,10458,Credit,"No Card",0
1809,4449-04-17,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1811,4448-10-09,"POPLATEK MESICNE",239460,60,"Running, OK",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1815,4447-05-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1816,4449-01-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1822,4447-08-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1827,4448-09-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1829,4446-11-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,8329,Credit,"No Card",0
1830,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20238,Credit,"No Card",0
1831,4448-10-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1834,4448-06-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1837,4447-12-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1843,4446-08-09,"POPLATEK MESICNE",105804,36,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,40164,Credit,"No Card",0
1844,4446-07-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,10255,Credit,"No Card",0
1851,4447-09-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1852,4448-03-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1861,4448-03-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1874,4447-02-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1875,4448-06-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1887,4447-08-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1891,4447-05-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1892,4448-03-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1896,4448-12-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1898,4447-05-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1902,4448-03-18,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1909,4446-07-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7182,Credit,"No Card",0
1912,4448-06-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1925,4448-06-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1926,4446-07-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,26690,Credit,"No Card",0
1930,4447-12-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1937,4447-09-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1941,4449-04-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1944,4446-10-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,21680,Credit,"No Card",0
1947,4449-04-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1965,4446-10-26,"POPLATEK PO OBRATU",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,12800,Credit,"No Card",0
1966,4446-10-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,49582,Debit,"No Card",0
1972,4446-07-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,16337,Credit,"No Card",0
1978,4447-12-03,"POPLATEK TYDNE",205200,36,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1979,4446-07-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6942,Credit,"No Card",0
1981,4449-01-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1984,4449-04-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1990,4447-12-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1998,4447-12-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1999,4447-11-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2002,4447-05-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2008,4447-05-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2011,4447-02-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,900,Credit,"No Card",0
2020,4448-09-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2022,4447-12-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2023,4446-08-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,49964,Credit,"No Card",0
2029,4447-09-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2037,4447-08-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2038,4448-06-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2039,4447-02-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,300,Credit,"No Card",0
2050,4449-01-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2052,4449-01-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2056,4447-05-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2061,4447-08-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2068,4447-11-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2070,4446-08-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,32279,Credit,"No Card",0
2072,4449-01-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2078,4448-03-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2082,4448-09-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2087,4446-07-18,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,40629,Debit,"No Card",0
2088,4448-03-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2099,4446-07-22,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,169639,Debit,"No Card",0
2110,4446-11-10,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,3676,Credit,"No Card",0
2122,4446-07-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,159325,Debit,"No Card",0
2123,4448-03-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2124,4446-11-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,24031,Credit,"No Card",0
2132,4449-01-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2137,4448-06-26,"POPLATEK PO OBRATU",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2140,4449-01-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2146,4447-11-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2150,4448-09-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2167,4448-06-17,"POPLATEK MESICNE",170256,24,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2175,4447-06-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2176,4447-11-28,"POPLATEK MESICNE",299088,36,"Loan not paid",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2177,4446-07-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,16216,Credit,"No Card",0
2180,4449-01-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2186,4448-03-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2189,4447-05-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2199,4448-06-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2201,4448-12-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2213,4448-03-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2216,4447-05-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2219,4447-02-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,400,Credit,"No Card",0
2220,4446-10-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7253,Credit,"No Card",0
2222,4447-08-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2241,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20484,Credit,"No Card",0
2242,4446-11-12,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,43793,Credit,"No Card",0
2245,4447-02-25,"POPLATEK MESICNE",347952,48,"Running, OK",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2250,4449-04-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2253,4448-03-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2256,4446-10-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,10171,Credit,"No Card",0
2269,4449-04-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2271,4449-04-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2276,4449-01-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2282,4448-10-04,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2293,4446-10-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7445,Credit,"No Card",0
2298,4448-03-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2302,4448-09-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2313,4447-05-19,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2318,4449-04-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2321,4447-08-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2327,4447-11-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2330,4446-07-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6990,Credit,"No Card",0
2336,4448-03-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2342,4446-10-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,3647,Credit,"No Card",0
2345,4449-01-20,"POPLATEK MESICNE",199680,60,"Running, OK",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2357,4446-07-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20151,Credit,"No Card",0
2378,4446-07-11,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,316381,Debit,"No Card",0
2379,4446-07-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,27500,Debit,"No Card",0
2388,4447-12-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2393,4446-07-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,41224,Debit,"No Card",0
2396,4446-11-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,4703,Credit,"No Card",0
2410,4447-08-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2411,4447-12-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2417,4448-06-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2423,4446-11-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6071,Credit,"No Card",0
2425,4446-08-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,27529,Debit,"No Card",0
2427,4449-01-03,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2428,4448-09-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2429,4446-10-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20309,Credit,"No Card",0
2433,4446-11-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,5218,Credit,"No Card",0
2434,4446-10-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,19995,Credit,"No Card",0
2435,4449-04-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2436,4447-09-08,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2453,4447-02-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,3685,Credit,"No Card",0
2457,4449-04-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2458,4447-02-09,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,1100,Credit,"No Card",0
2464,4448-03-03,"POPLATEK PO OBRATU",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2467,4447-09-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2479,4449-01-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
2484,4446-07-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,59198,Debit,"No Card",0
